Year,LocationAbbr,LocationDesc,Question,DataValue,StratificationCategory1,Stratification1,GeoLocation
2015,VT,Vermont,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,57,Gender,Male,"(43.62538123900049, -72.51764079099962)"
2015,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.5,Gender,Male,"(37.54268067400045, -78.45789046299967)"
2011,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.3,Gender,Male,"(37.54268067400045, -78.45789046299967)"
2015,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.2,Overall,Overall,"(37.54268067400045, -78.45789046299967)"
2015,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75,Gender,Female,"(37.54268067400045, -78.45789046299967)"
2013,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.8,Gender,Female,"(37.54268067400045, -78.45789046299967)"
2011,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.7,Overall,Overall,"(37.54268067400045, -78.45789046299967)"
2011,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.3,Gender,Female,"(37.54268067400045, -78.45789046299967)"
2013,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.8,Overall,Overall,"(37.54268067400045, -78.45789046299967)"
2013,VA,Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.7,Gender,Male,"(37.54268067400045, -78.45789046299967)"
2013,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.5,Gender,Female,"(37.54268067400045, -78.45789046299967)"
2013,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.8,Overall,Overall,"(37.54268067400045, -78.45789046299967)"
2013,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.1,Gender,Male,"(37.54268067400045, -78.45789046299967)"
2011,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.9,Gender,Female,"(37.54268067400045, -78.45789046299967)"
2011,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.5,Overall,Overall,"(37.54268067400045, -78.45789046299967)"
2015,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.8,Gender,Male,"(37.54268067400045, -78.45789046299967)"
2015,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.1,Overall,Overall,"(37.54268067400045, -78.45789046299967)"
2011,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.7,Gender,Male,"(37.54268067400045, -78.45789046299967)"
2015,VA,Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.4,Gender,Female,"(37.54268067400045, -78.45789046299967)"
2011,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.5,Gender,Male,"(47.52227862900048, -120.47001078999972)"
2011,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.3,Overall,Overall,"(47.52227862900048, -120.47001078999972)"
2015,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.4,Gender,Male,"(47.52227862900048, -120.47001078999972)"
2013,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.1,Gender,Male,"(47.52227862900048, -120.47001078999972)"
2011,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.8,Gender,Female,"(47.52227862900048, -120.47001078999972)"
2013,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.4,Overall,Overall,"(47.52227862900048, -120.47001078999972)"
2015,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.8,Overall,Overall,"(47.52227862900048, -120.47001078999972)"
2013,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.5,Gender,Female,"(47.52227862900048, -120.47001078999972)"
2011,WA,Washington,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.1,Gender,Male,"(47.52227862900048, -120.47001078999972)"
2011,WA,Washington,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.8,Overall,Overall,"(47.52227862900048, -120.47001078999972)"
2011,WA,Washington,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.5,Gender,Female,"(47.52227862900048, -120.47001078999972)"
2015,WA,Washington,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.3,Gender,Female,"(47.52227862900048, -120.47001078999972)"
2015,WA,Washington,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.3,Overall,Overall,"(47.52227862900048, -120.47001078999972)"
2015,WA,Washington,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.2,Gender,Male,"(47.52227862900048, -120.47001078999972)"
2015,WA,Washington,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,64.7,Gender,Female,"(47.52227862900048, -120.47001078999972)"
2013,WA,Washington,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,61.9,Gender,Male,"(47.52227862900048, -120.47001078999972)"
2013,WA,Washington,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,61.7,Overall,Overall,"(47.52227862900048, -120.47001078999972)"
2013,WA,Washington,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,61.5,Gender,Female,"(47.52227862900048, -120.47001078999972)"
2013,WV,West Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,79.5,Gender,Male,"(38.66551020200046, -80.71264013499967)"
2013,WV,West Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.9,Overall,Overall,"(38.66551020200046, -80.71264013499967)"
2015,WV,West Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.4,Gender,Male,"(38.66551020200046, -80.71264013499967)"
2013,WV,West Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.2,Gender,Female,"(38.66551020200046, -80.71264013499967)"
2015,WV,West Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.7,Overall,Overall,"(38.66551020200046, -80.71264013499967)"
2011,WV,West Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.2,Gender,Female,"(38.66551020200046, -80.71264013499967)"
2015,WV,West Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75,Gender,Female,"(38.66551020200046, -80.71264013499967)"
2011,WV,West Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.4,Overall,Overall,"(38.66551020200046, -80.71264013499967)"
2011,WV,West Virginia,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.3,Gender,Male,"(38.66551020200046, -80.71264013499967)"
2011,WV,West Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.9,Gender,Male,"(38.66551020200046, -80.71264013499967)"
2013,WV,West Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.8,Gender,Female,"(38.66551020200046, -80.71264013499967)"
2011,WV,West Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66,Overall,Overall,"(38.66551020200046, -80.71264013499967)"
2013,WV,West Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66,Overall,Overall,"(38.66551020200046, -80.71264013499967)"
2015,WV,West Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.4,Gender,Female,"(38.66551020200046, -80.71264013499967)"
2015,WV,West Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.2,Overall,Overall,"(38.66551020200046, -80.71264013499967)"
2015,WV,West Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.1,Gender,Male,"(38.66551020200046, -80.71264013499967)"
2011,WV,West Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.6,Gender,Female,"(38.66551020200046, -80.71264013499967)"
2013,WV,West Virginia,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.1,Gender,Male,"(38.66551020200046, -80.71264013499967)"
2013,WI,Wisconsin,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.6,Gender,Female,"(44.39319117400049, -89.81637074199966)"
2013,WI,Wisconsin,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.4,Overall,Overall,"(44.39319117400049, -89.81637074199966)"
2013,WI,Wisconsin,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.2,Gender,Male,"(44.39319117400049, -89.81637074199966)"
2011,WI,Wisconsin,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.7,Gender,Female,"(44.39319117400049, -89.81637074199966)"
2015,WI,Wisconsin,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.1,Gender,Female,"(44.39319117400049, -89.81637074199966)"
2015,WI,Wisconsin,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.5,Gender,Female,"(44.39319117400049, -89.81637074199966)"
2011,WI,Wisconsin,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.4,Gender,Female,"(44.39319117400049, -89.81637074199966)"
2011,WI,Wisconsin,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.2,Overall,Overall,"(44.39319117400049, -89.81637074199966)"
2015,WI,Wisconsin,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,66.7,Overall,Overall,"(44.39319117400049, -89.81637074199966)"
2015,WI,Wisconsin,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65,Overall,Overall,"(44.39319117400049, -89.81637074199966)"
2013,WI,Wisconsin,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.5,Gender,Male,"(44.39319117400049, -89.81637074199966)"
2011,WI,Wisconsin,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64,Overall,Overall,"(44.39319117400049, -89.81637074199966)"
2013,WI,Wisconsin,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.5,Overall,Overall,"(44.39319117400049, -89.81637074199966)"
2015,WI,Wisconsin,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,62.7,Gender,Male,"(44.39319117400049, -89.81637074199966)"
2013,WI,Wisconsin,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.7,Gender,Female,"(44.39319117400049, -89.81637074199966)"
2011,WI,Wisconsin,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,60.1,Gender,Male,"(44.39319117400049, -89.81637074199966)"
2015,WI,Wisconsin,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,60,Gender,Male,"(44.39319117400049, -89.81637074199966)"
2011,WI,Wisconsin,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,59.4,Gender,Male,"(44.39319117400049, -89.81637074199966)"
2011,WY,Wyoming,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73,Gender,Female,"(43.23554134300048, -108.10983035299967)"
2015,WY,Wyoming,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.7,Gender,Female,"(43.23554134300048, -108.10983035299967)"
2011,WY,Wyoming,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.9,Overall,Overall,"(43.23554134300048, -108.10983035299967)"
2015,WY,Wyoming,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.8,Overall,Overall,"(43.23554134300048, -108.10983035299967)"
2013,WY,Wyoming,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.2,Gender,Male,"(43.23554134300048, -108.10983035299967)"
2015,WY,Wyoming,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.1,Gender,Male,"(43.23554134300048, -108.10983035299967)"
2011,WY,Wyoming,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.9,Gender,Male,"(43.23554134300048, -108.10983035299967)"
2015,WY,Wyoming,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.3,Gender,Female,"(43.23554134300048, -108.10983035299967)"
2011,WY,Wyoming,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.2,Gender,Female,"(43.23554134300048, -108.10983035299967)"
2013,WY,Wyoming,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.1,Overall,Overall,"(43.23554134300048, -108.10983035299967)"
2015,WY,Wyoming,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.2,Overall,Overall,"(43.23554134300048, -108.10983035299967)"
2015,WY,Wyoming,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.2,Gender,Male,"(43.23554134300048, -108.10983035299967)"
2013,WY,Wyoming,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,63,Gender,Female,"(43.23554134300048, -108.10983035299967)"
2011,WY,Wyoming,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.4,Overall,Overall,"(43.23554134300048, -108.10983035299967)"
2013,WY,Wyoming,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62,Gender,Female,"(43.23554134300048, -108.10983035299967)"
2013,WY,Wyoming,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,60.2,Overall,Overall,"(43.23554134300048, -108.10983035299967)"
2013,WY,Wyoming,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,58.5,Gender,Male,"(43.23554134300048, -108.10983035299967)"
2011,WY,Wyoming,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,57.3,Gender,Male,"(43.23554134300048, -108.10983035299967)"
